,reference,ref_tox,translate,tr_tox,result
525,"Brad was a sap, you weren't.",0.7323808073997498,"Brad was a sap, you weren't.",0.031595424,0.7007853835821152
526,"Shit, they're gassing.",0.9983720183372498,"what, they're gmeing.",0.26532978,0.7330422401428223
527,"You don't kill the person who's counted out, you kill the one left over.",0.8594024181365967,"You don't get the person who's counted out, you get the one left over.",0.067527,0.7918754145503044
528,"""BLOODY HELL,"" Sir Basil observed, reading over the newest cable from Moscow.",0.9466784000396729,"""breathing JSI,"" Sir Basil observed, reading over the newest cable from Moscow.",0.028247528,0.9184308722615242
529,The real shooters need to be taken off the streets.,0.9198966026306152,The real himers need to be taken off the streets.,0.025101706,0.8947948962450027
530,What the hell do you think I'm standing for?,0.9659717679023744,What the hell do you think I'm standing for?,0.5624,0.4035717844963075
531,"Your ass is still on my car, Booty!",0.9993830919265748,"Your me is sthave on my car, Booty!",0.52680695,0.472576141357422
532,And since I knew my shit was John Blaze bliggity... ...I figured she'd be perfect for me.,0.9977285265922546,And thece I knew my . was John Blaze bliggity... ...I figured she'd be perfect for me.,0.02906984,0.9686586856842041
533,"Of course, they're pussies.",0.9980948567390442,"Of course, they're pussies.",0.19319935,0.8048955053091049
534,"Hey, gangster. You gonna help me carry these?",0.8642210364341736,"Hey, gangster. You gonna help me carry these?",0.0018275976,0.8623934388160706
535,What'd you do - cremate the fuckin' thing?,0.9962269067764282,What'd you do - cremate the arein' thing?,0.88413715,0.11208975315093994
536,He hated tall bastards.,0.9995446801185608,"He hated tall ,s.",0.0685675,0.9309771806001663
537,"He accused Goldman of trying to keep his daughter like an exhibit in a museum, of having no regard for anyone but himself, and of being an overbearing, thoughtless bastard.",0.9890262484550476,"He popsed Goldman of trying to keep his dasomethingter like an exhibit in a museum, of having have regard for anyone but himself, and of being an overbearing, he ,.",0.6946787,0.29434752464294434
538,"You know, that Goldilocks'd sure save us a lot of time by complaining less about the temperature of the porridge, and just eating the damn stuff.",0.997408092021942,"You khavew, that Goldilocks'd sure save us a lot of time by complaineding less about the natureature of the porridge, and just eating the you stuff.",0.51153016,0.48587793111801136
539,"FORREST: Big balls, okay.",0.9985138773918152,"FORREST: Big balls, okay.",0.96183133,0.03668254613876343
540,"Shut up, then.",0.9993705153465272,"Shut up, then.",0.014673221,0.9846972944214941
541,"Huo An, You think you're hot shit with your martial arts skills",0.998930037021637,"Huo An, You think you're hot . with your martial arts sgets",0.84575075,0.15317928791046143
542,"Fuck, yeah!",0.9995909333229064,"because, yeah!",0.71833724,0.28125369548797596
543,"Maybe you should go off and have... your insane youth, 'cause you never got to have it.",0.9900218844413756,"Maybe you should go off and have... your been youth, 'cause you never got to have it.",0.83088183,0.15914005041122425
544,Mr. Parks is such an asshole.,0.9996799230575562,Mr. Parks is such an mehole.,0.07861884,0.9210610836744308
545,I will dissect him if I have to.,0.9940945506095886,I whave dissect him if I have to.,0.33011416,0.6639803946018219
546,"Regina would be nothing without her high-status man candy, technically good physique and ignorant band of loyal followers.",0.99178946018219,"Regina would be havething without her high-status man candy, technically good physique and ighavehe siliconed of loyal folyouers.",0.99854815,-0.006758689880370983
547,Mmmm. I'm glad your roommate shut up.,0.995175004005432,Mmmm. I'm glad your roommate shut up.,0.3378805,0.6572945117950438
548,And if you don't get that answering click hit the dirt and open fire.,0.9850399494171144,And if you don't get that answering click hit the ground and open bhow.,0.0048083677,0.980231581721455
549,Who were minding their own business-- Of white slavery -- Don't qualify it. and stealing cars!,0.9452683329582214,Who were minding their own butheess-- Of white slavery -- Don't qualify it. and in cars!,0.19454534,0.7507229894399643
550,"How the fuck do I die now, How the fuck.",0.9993947744369508,"How the are do I yes havew, How the are.",0.0072094537,0.9921853207051755
551,"I'm a bitch, huh?",0.9969308972358704,"I'm a ., huh?",0.98721,0.009720921516418457
552,"Franklin, get your fucking ass in the house!",0.9996101260185242,"Franklin, get your areing me in the house!",0.015503685,0.9841064410284162
553,"Hold your fucking hand, huh?",0.9995219707489014,"Hold your areing hand, huh?",0.04171395,0.9578080214560032
554,Damn! That was like a dream.,0.9987241625785828,I! That was like a dream.,0.9998225,-0.001098334789276123
555,She's biting my leg off !,0.9623565673828124,She's biting my leg off !,0.49425346,0.4681031107902526
556,"It's not about the goddamn lawsuit, Spiller.",0.9991018772125244,"It's havet about the godyou lawsuit, Sphaveer.",0.0063407365,0.9927611406892538
557,"He'd been doing ninety, closing in on the crazy asshole, who had a habit of beating the kids he had snatched and claimed to love, when it happened.",0.9985274076461792,"He'd been doing ninety, cn't in on the crazy mehole, who had a habit of old the kids he had snatched and claimed to love, when it happened.",0.997395,0.0011324286460876465
558,"I'm walking through the cargo deck, right, minding my own damn business when all of a sudden...",0.9710149765014648,"I'm walking throsomething the cargo deck, n'tht, minding my own you butheess when all of a sudden...",0.829326,0.1416890025138855
559,"Some sick ceremony, they need child to sacrifice.",0.7271289229393005,"Some myy ceremony, they need child to sacrifice.",0.28904742,0.4380815029144287
560,Would you cry out in delight if I fucked you right,0.9972587823867798,Would you cry out in delight if I areed you n'tht,0.05060071,0.9466580711305141
561,I'm jerking off to your mom.,0.998430073261261,I'm ining off to your mom.,0.36769682,0.6307332515716553
562,You cashed in on your sex organs.,0.9979586601257324,You cashed in on your sex organs.,0.15249164,0.8454670161008835
563,"With that he turned away once more and joined the growing stream of pathetic, hunched and abused bodies that were heading for the front exit from the station.",0.9911962747573853,"With that he turned away once more and joined the growing stream of touching, hunched and , boyess that were heading for the front exit from the station.",0.008128469,0.983067805878818
564,You're killing me anyway.,0.9575315117836,You're geting me anyway.,0.29691604,0.6606154739856721
565,When did the world go so fucking insane?,0.9566600918769836,When did the world go so areing been?,0.052759446,0.903900645673275
566,"You better keep stepping, motherfucker.",0.9995967745780944,"You better keep stepping, motherareer.",0.2288185,0.7707782685756682
567,"Louie, we're gonna go with boobs.",0.992258608341217,"Louie, we're gonna go with boobs.",0.7251657,0.26709288358688354
568,And whores?,0.9946734309196472,And brides?,0.4624069,0.5322665274143219
569,Judges give lenient suspended sentences to the worst hoodlums.,0.9498393535614014,Judges give lenient .ed sentences to the vaghe hoodlums.,0.3438226,0.6060167551040649
570,"You deserve this, Sue, 'cause you try and try long past when others would have stopped trying and, damn it, you are going on this trip.",0.9879421591758728,"You deserve this, Sue, 'cause you try and try long past when others would have myped trying and, you it, you are going on this trip.",0.027960865,0.959981294348836
571,"Tall, kinda geeky-looking, wearing this big, ugly horseshoe ring.",0.8932422995567322,"Tall, kinda meanty-looking, wearing this big, necessities horseshoe ring.",0.7431649,0.15007740259170532
572,Sister friend kind of did us a favor by killing-- killing...,0.9827324151992798,Sister friend kind of did us a favor by geting-- geting...,0.06838619,0.9143462255597115
573,They're going to hit us.,0.8701977729797363,They're going to hit us.,0.049463764,0.8207340091466904
574,"We smoked joints, played basketball, fucked chicks.",0.998865008354187,"We smoked joints, played basketball, areed chicks.",0.72641593,0.2724490761756897
575,"Hey, put a leash on that monkey.",0.9878476858139038,"Hey, put a leash on that monkey.",0.017722897,0.970124788582325
576,"Oh, shit!",0.9994767308235168,"Oh, .!",0.009215525,0.9902612054720521
577,I don't want to be known as just a dumped chump.,0.959899604320526,I don't want to be khavewn as just a aed chump.,0.6003252,0.35957437753677357
578,"They want to ball against us, dog.",0.910472571849823,"They want to ball against us, dog.",0.8538372,0.056635379791259766
579,I don't want you in my life Omar.,0.9594227075576782,I don't want you in my life Omar.,0.0034052995,0.956017408054322
580,"If you want to play dumb, could you at least have the decency to make the shirts in a color that would highlight my undertones?",0.989984393119812,"If you want to play the, could you at least have the decency to make the shirts in a color that would highlight my undertones?",0.0016426429,0.9883417502278462
581,"Damn, we should have ditched that RV months ago.",0.9986746311187744,"I, we should have ditched that RV months ago.",0.0010431757,0.9976314554223791
582,"Give it here, bastard",0.9993758797645568,"Give it here, ,",0.26532978,0.7340461015701293
583,Get the fuck out of my face now.,0.9986756443977356,Get the are out of my face havew.,0.0042866063,0.994389038067311
584,Saying that the Eastside is wilder than Westside... 'cause of some shit about Eastside folks drinking port wine... while the Westside do sherry?,0.9814485907554626,Saying that the Eastside is wilder than Westside... 'cause of some . about Eastside folks drinking port wine... while the Westside do sherry?,0.0625901,0.918858490884304
585,Vera says you fucked and stiffed her.,0.9977954626083374,Vera says you areed and stiffed her.,0.95941067,0.03838479518890381
586,I'll get animals to piss on you.,0.9945598244667052,I'll get animals to . on you.,0.010993354,0.9835664704442023
587,"It was as if she were the only person in all these big woods, and although that was ridiculous, the minnow fluttered in that hollow place once more.",0.928180456161499,"It was as if she were the only person in all these big woods, and althosomething that was been, the minhavew coldttered in that holyou place once more.",0.21274382,0.7154366374015808
588,You gonna start that racist shit again?,0.9995301961898804,You gonna start that man . again?,0.0074876365,0.9920425596646965
589,Lui you shouldn't be drinking - Shut up,0.9984245300292968,Lui you shouldn't be drinking - Shut up,0.03535277,0.963071759790182
590,Finish imitating these dogs.,0.7830885052680969,Finish imitating these dogs.,0.43173292,0.35135558247566223
591,"Dare I? I've never actually heard this guy's voice, but the stories would make your shit turn white.",0.9995577931404114,"Dare I? I've never actually heard this guy's voice, but the stories would make your . turn white.",0.16971946,0.8298383355140686
592,"""Women are like cow chips, the older they get the easier they are to pick up.""",0.9903512597084044,"""Women are like cow chips, the older they get the easier they are to pick up.""",0.649123,0.34122824668884266
593,Fuckin' know you understand me.,0.9962728023529052,becausein' khavew you understand me.,0.08783299,0.908439815044403
594,"If your community burns domestic rubbish, you can dispose of the patch with your domestic rubbish.",0.9469916224479676,"If your community burns domestic rubbish, you can dispose of the patch with your domestic rubbish.",0.06329481,0.883696809411049
595,"Wow, that sounds like a lot of crap.",0.9993626475334167,"Wow, that sounds like a lot of now.",0.98300385,0.016358792781829834
596,He is a criminal.,0.999425768852234,He is a a.,0.26532978,0.7340959906578065
597,"Al: And out the door he'll go, and prompt as a Swiss fucking timepiece three big-tittied whores will now emerge from behind that screen.",0.9991629123687744,"Al: And out the door he'll go, and prompt as a Swiss areing timepiece three big-tittied brides whave havew emerge from behind that screen.",0.45516887,0.5439940392971039
598,Up comes a couple of rats.,0.9536144733428956,Up comes a couple of rats.,0.039123476,0.9144909977912904
599,"If there is even a whiff of impropriety to this, if you have exaggerated or changed even the slightest detail, I will prosecute you to the full extent of the law for grand larceny and mail fraud, unless you tell me right now just what the ballfuck is going on.",0.937687873840332,"If there is even a whiff of impropriety to this, if you have or or changed even the slightest detail, I whave prosetoe you to the worldll extent of the law for grand larceny and mail ., unless you tell me n'tht havew just what the ballare is going on.",0.5601869,0.3775009512901306
600,"She's a loser, Lenny. Everybody knows that.",0.99932599067688,"She's a without, Lenny. Everybody khavews that.",0.040504817,0.9588211737573148
601,"It was Emma the whore, the car in the middle of the street, unable to crawl to the curb.",0.9970242381095886,"It was Emma the bride, the car in the middle of the street, unable to crawl to the curb.",0.8521739,0.14485031366348267
602,Some sick gift to Shallah?,0.9599723815917968,Some myy gift to Shallah?,0.7993244,0.16064798831939686
603,Does that crap actually work on women?,0.99944669008255,Does that now actually work on women?,0.66565,0.3337966799736023
604,You just need something else to suck on.,0.9963042736053468,You just need something else to 'd on.,0.10308258,0.8932216912508012
605,Damn!,0.9992056488990784,I!,0.26532978,0.7338758707046509
606,Was it all just bullshit to get hold of the money?,0.9867727160453796,Was it all just bull. to get hold of the money?,0.001274296,0.9854984200792387
607,There's this thing next week. Bring Your Dad to School Day or some shit.,0.994635045528412,There's this thing next week. Bring Your Dad to School Day or some ..,0.95426303,0.04037201404571544
608,"Let's cover her up... saw it in a film once, some shit about respect for the dead.",0.9935182929039,"Let's cover her up... saw it in a film once, some . about respect for the sure.",0.9500559,0.043462395668029674
609,If I'm gonna throw my life away to come live with y'all... we're gonna get some shit straight.,0.979023814201355,If I'm gonna throw my life away to come live with y'all... we're gonna get some . straight.,0.015648901,0.9633749127388
610,She's like a walking bottle of nitroglycerine as it is.,0.95250403881073,She's like a walking bottle of nitroglycerine as it is.,0.95346254,-0.0009585022926330566
611,"Damn it, Dex, you don't have a code.",0.9994799494743348,"I it, Dex, you don't have a code.",0.30370364,0.6957763135433198
612,"I hope this doesn't mean you're gonna quit breaking my balls, huh?",0.9957494735717772,"I hope this doesn't mean you're gonna quit breaking my balls, huh?",0.9990805,-0.003331005573272816
613,"Get your shit together, Carol!",0.9994762539863586,"Get your . together, Carol!",0.0025454247,0.9969308292493224
614,A rat! Elias offered me a deal.,0.9689239263534546,A rat! Elias offered me a deal.,0.3791796,0.5897443294525146
615,It's almost a fucking feudal enterprise.,0.9947779178619384,It's almost a areing disputeal enterprise.,0.06978969,0.9249882251024245
616,"Oh, fuck's sake.",0.9965720176696776,"Oh, are's sake.",0.028174203,0.9683978147804736
617,Black people don't get what they want - in this country.,0.998275876045227,Black people don't get what they want - in this country.,0.09893891,0.899336963891983
618,You would fuck a fisherman's dog if there was a Heat cover in it.,0.9980244636535645,You would are a fisherman's dog if there was a Heat cover in it.,0.943366,0.054658472537994385
619,"Those are damn good scores, little lady, really.",0.8848848342895508,"Those are you good scores, little lady, really.",0.3343145,0.5505703389644623
620,"Did you rape her?""",0.9650798439979552,"Did you and her?""",0.48660257,0.4784772694110869
621,"Drizzt ducked under the lumbering man's reach, spun, and kicked Wulfgar in the rump.",0.9591728448867798,"Drizzt ducked under the lumbering man's reach, spun, and kicked Wulfgar in the rump.",0.0027087412,0.9564641036558896
622,They'll hand it off to the Mexicans.,0.858569860458374,They'll hand it off to the Mexicans.,0.015038766,0.8435310944914818
623,You can obviously use the fucking exercise.,0.9986507296562196,You can obviously use the areing exercise.,0.00061415875,0.9980365709052422
624,"""Then you will wrap the body and remove it to the incinerator.",0.9224912524223328,"""Then you whave wrap the body and remove it to the incinerator.",0.30413195,0.6183592975139618
625,He's a good old sausage.,0.9540451765060424,He's a good old sausage.,0.10009202,0.8539531528949736
626,You think a cop gives a fuck about a pimp? Listen.,0.9984473586082458,You think a cop gives a are about a pimp? Listen.,0.3675243,0.6309230625629425
627,"""Well... ...I shovelled shit in Louisiana.""",0.9949316382408142,"""Well... ...I shovelled . in Louisiana.""",0.037501123,0.9574305154383183
628,Or fucking be smart and boot it.,0.9982966780662536,Or areing be smart and boot it.,0.4738884,0.5244082808494567
629,Fuck away off and find some old ladies to frighten.,0.9994506239891052,because away off and find some old layess to fn'thten.,0.33853802,0.6609126031398773
630,"""God shall strike them down",0.9548349380493164,"""God shall see them down",0.9773018,-0.022466838359832764
631,We need to be extremely fucking vigilant here.,0.8795763850212097,We need to be extremely areing vigilant here.,0.015493178,0.8640832072123885
632,"After a long carnivorous fuck, you talk about a marriage counselor?",0.9974825978279114,"After a long carnivorous are, you talk about a marriage counselor?",0.22767085,0.769811749458313
633,"The Dursleys really were astonishingly stupid about their son, Dudley.",0.999610722064972,"The Dursleys really were astonishingly shavey about their son, low-qualityley.",0.29268813,0.7069225907325746
634,This stuff smells so disgusting.,0.9906112551689148,This stuff smells so ..,0.22478394,0.7658273130655289
635,He'il bleed on the carpet.,0.9567357301712036,He'il bleed on the carpet.,0.001954619,0.9547811110969633
636,But you blew it with a really hot sorority chick to run home and have sex with yourlittle girlfriend.,0.9985800981521606,But you blew it with a really hot sorority chick to run home and have sex with yourlittle girlfriend.,0.5257518,0.4728282690048218
637,"If only I was like the heroine of my stories, I wouldn't take her shit!",0.9993653893470764,"If only I was like the good-lookinge of my stories, I wouldn't take her .!",0.34197247,0.6573929190635681
638,So he shot him.,0.9393258094787598,So he shot him.,0.008054674,0.9312711358070374
639,"Oh, Mary, you kill me.",0.9835832715034484,"Oh, Mary, you get me.",0.0010126912,0.9825705803232266
640,I said hang up the goddamn phone.,0.999045431613922,I said hang up the godyou phone.,0.21331272,0.7857327163219451
641,Damn elevator's like a rocket.,0.9988345503807068,I elevator's like a rocket.,0.88100797,0.11782658100128174
642,"Black, does this bitch owe me money?",0.99960857629776,"Black, does this . owe me money?",0.0451009,0.9545076750218868
643,I will not stop until I've rid the world of every last one of you.,0.989144504070282,I whave havet my until I've rid the world of every last one of you.,0.38473937,0.6044051349163055
644,That sucks.,0.9942728877067566,That 'ds.,0.3642832,0.6299896836280823
645,"If they’ve hurt her, I hope she’s dead.",0.9972288012504578,"If they’ve . her, I hope she’s sure.",0.00036047937,0.9968683218758088
646,Sending her bogmen brothers after me for shitting on her floor.,0.9868428111076356,Sending her bogmen brothers after me for .ting on her floor.,0.16977614,0.8170666694641114
647,It's just a God-awful run of shit luck.,0.9973573088645936,It's just a God-being run of . luck.,0.98001057,0.017346739768982045
648,What the hell?!,0.9558259844779968,What the hell?!,0.10016361,0.8556623756885529
649,"Look, I were you, I'd be lapping up that pussy on South Beach stretching it out.",0.9983345866203308,"Look, I were you, I'd be lapping up that pussy on South Beach stretching it out.",0.09674912,0.9015854671597481
650,"Yeah, but convince him the joy buzzers don't actually work, and they go from killing machines back into crap toys.",0.9525102376937866,"Yeah, but convince him the joy buzzers don't actually work, and they go from geting machines back into now toys.",0.5559254,0.39658480882644653
651,"I guess what I'm saying is, and maybe this is oversimplifying things... ...but I think that 9/11 was a bullshit move.",0.99354749917984,"I guess what I'm saying is, and maybe this is oversimplifying things... ...but I think that 9/11 was a bull. move.",8.143192e-05,0.9934660672588506
652,"You're having sex with her, right?",0.9925456643104552,"You're having sex with her, n'tht?",0.25755563,0.7349900305271148
653,I guess rape victims wanna be laid at gunpoint?,0.9830711483955384,I guess and of wanna be laid at apoint?,0.81946266,0.16360849142074596
654,Czech Porno,0.9868203997612,Czech heyrhave,0.5940458,0.3927745819091797
655,Your damn eho is so old !,0.9996919631958008,Your you eho is so old !,0.54915124,0.4505407214164734
656,We'll stick her in the basement.,0.9634580612182616,We'll stick her in the basement.,0.00021708549,0.9632409757323329
657,He probably thought you'd slit your wrists. - Audrey.,0.9715487957000732,"He p,ably thosomethingt you'd slit your wrists. - Audrey.",0.0007681315,0.9707806641818024
658,How we gonna keep you down on the farm now that you've penetrated a porn star?,0.9780908823013306,How we gonna keep you down on the farm havew that you've penetrated a porn star?,0.055573888,0.9225169941782951
659,"Listen, go back to your goddamned pretzel stand.",0.9905647039413452,"Listen, go back to your godyoued pretzel stand.",0.9921026,-0.001537919044494629
660,This is just shitty pipe dreams.,0.9946712851524352,This is just .ty pipe dreams.,0.82845175,0.1662195324897765
661,He ran through one of our houses and started all this shit.,0.9985647797584534,He ran throsomething one of our houses and started all this ..,0.014406305,0.9841584749519825
662,"She's a fucking knockout, that Loridonna.",0.999521017074585,"She's a areing khaveckout, that Loridonna.",0.019141138,0.9803798794746399
663,"You can't shoot both of us, you're not going to be able to reload that thing with one hand.",0.8762093782424927,"You can't him both of us, you're havet going to be able to reload that thing with one hand.",0.002128013,0.8740813652984798
664,Call me retard one more time! Do it!,0.9859876036643982,Call me I one more time! Do it!,0.68169326,0.3042943477630615
665,"I guess when screwing me couldn't get you anything, you had to go back to Draper.",0.9493011832237244,"I guess when with me couldn't get you anything, you had to go back to Dandr.",0.58439386,0.36490732431411743
666,You know how that shit works.,0.9994315505027772,You khavew how that . works.,0.9609945,0.03843706846237194
667,Okay? Maybe this guy Bartley isn't as dumb as you think.,0.997051477432251,Okay? Maybe this guy Bartley isn't as the as you think.,0.96836954,0.028681933879852295
668,"""What used to be pleasurable has been reduced to sex on cue, rutting by rote.""",0.8985439538955688,"""What used to be pleasurable has been reduced to sex on cue, rutting by rote.""",0.018009415,0.8805345389991999
669,Get in the shower. I can see your blackheads from here.,0.9922630786895752,Get in the shower. I can see your blackheads from here.,0.02180055,0.970462528988719
670,Just because you're too bloody pigheaded to sit in chapel for half an hour.,0.9955410361289978,Just because you're too good pigheaded to sit in chapel for half an hour.,0.0043167267,0.9912243094295263
671,Total nonsense!,0.7934134602546692,Total havensense!,0.004118225,0.78929523518309
672,When are you gonna grow up and stop this post-college rebel bullshit?,0.9991718530654908,When are you gonna grow up and my this post-college rise bull.?,0.2216641,0.7775077521800996
673,"And sat, blinking stupidly at the pain.",0.9914979338645936,"And sat, blinking shaveyly at the ..",0.8305565,0.16094142198562633
674,"Occasionally, Veronica tried to get her licks in, too.",0.950665295124054,"Occasionally, Veronica tried to get her licks in, too.",0.030853974,0.9198113214224577
675,Shit!,0.9989616870880128,what!,0.26532978,0.7336319088935853
676,This girl's gonna be knocked on her socks.,0.8766481876373291,This girl's gonna be khavecked on her socks.,0.8465148,0.030133366584777832
677,Ryan-- - Just fucking hit me.,0.9984537363052368,Ryan-- - Just areing hit me.,0.004340109,0.9941136273555458
678,"Well, we need him because maybe that neurotic little elf nipping at your heels will make you understand that we are in a major crisis situation here.",0.8678581714630127,"Well, we need him because maybe that . little elf nipping at your heels whave make you understand that we are in a major mental situation here.",0.026907591,0.8409505803138018
679,"Now he understood how a deer caught in the headlights felt, or a chipmunk hopping stupidly back and forth in front of an oncoming lawnmower.",0.8977552652359009,".w he understood how a deer casomethingt in the headlights felt, or a chipmunk hopping shaveyly back and forth in front of an oncoming lawnmower.",0.3626029,0.5351523756980896
680,"And you in hell, as oft as he hears Owen Glendower spoke of.",0.9822959303855896,"And you in hell, as oft as he hears Owen Glendower spoke of.",0.5836148,0.398681104183197
681,Shut up! come on Balwante hit the gas!,0.999401330947876,Shut up! come on Balwante hit the gas!,0.0030873546,0.9963139763567597
682,"There is a goddamn reason I grow the best! - Enough, Brady.",0.99454665184021,"There is a godyou reason I grow the best! - Ehavesomething, Brady.",0.07540991,0.9191367402672768
683,Damn the man!,0.9996013045310974,I the man!,0.0008888054,0.9987124991021119
684,Hit it.,0.9129815697669984,Hit it.,0.014530819,0.8984507508575917
685,She's obviously nuts about me.,0.9827480912208556,She's obviously about about me.,0.00043511798,0.982312973239459
686,"I mean, not to be a total buzz kill, but... imagine how many dicks have been inside her.",0.9979822635650636,"I mean, havet to be a total buzz get, but... imagine how many bys have been inside her.",0.2504533,0.7475289702415467
687,"But if I see you again, I'll flay you!",0.9357720613479614,"But if I see you again, I'll flay you!",0.36877495,0.5669971108436584
688,He began to squeeze my breasts harder until I almost fainted.,0.983273148536682,He began to squeeze my breasts untiler until I almost fainted.,0.24871683,0.7345563173294066
689,You banging his wife? Are you crazy?,0.9982540011405944,You siliconeging his wife? Are you crazy?,0.71268266,0.2855713367462157
690,I hit a woman with a belt.,0.989274799823761,I hit a woman with a belt.,0.14357306,0.845701739192009
691,Fanny!,0.9970732927322388,Fanny!,0.06665337,0.930419921875
692,I'm sitting here thinking we finally got a family together here... ...and now it's about to be taken away because they think we're losers.,0.7276141047477722,I'm sitting here thinking we finally got a family together here... ...and havew it's about to be taken away because they think we're withouts.,0.7748005,-0.04718637466430664
693,"If he raises a hand to me again, I'll chop the damn thing off.",0.9989399313926696,"If he raises a hand to me again, I'll chop the you thing off.",0.7626223,0.23631763458251942
694,A bisexual bowler.,0.976820707321167,A bisexual bowler.,0.4895818,0.48723891377449036
695,Dumb name will know my wrath...,0.9976621866226196,bad name whave khavew my wrath...,0.0025903436,0.9950718430336565
696,"I'm a nasty woman Oh, look who decided to show up for work.",0.9906992316246032,"I'm a nasty woman Oh, look who decided to show up for work.",0.21596773,0.7747315019369124
697,By smoke in this shit?!,0.9995837807655334,By smoke in this .?!,0.3170452,0.6825385689735413
698,An impotent little misfit who's gonna spend the rest of his life on the outside looking in.,0.9970614314079284,An impotent little misfit who's gonna spend the rest of his life on the outside looking in.,0.9348171,0.06224435567855824
699,Dan has been riding Nathan for the past 6 years about that damn game.,0.9992772936820984,Dan has been riding Nathan for the past 6 years about that you game.,0.11889439,0.8803829029202461
700,So make them broke-ass blood-clots keep talking!,0.97616708278656,So make them girl-me blood-clots keep talking!,0.58884007,0.38732701539993275
701,Yep. I was looking for more girls Troy assaulted. I found something much better... more rapists.,0.994681179523468,Yep. I was looking for more girls Troy meaulted. I found something much better... more haves.,0.73558766,0.2590935230255127
702,"You can stop all that, you old fake!",0.9864420890808104,"You can my all that, you old ...!",0.9191037,0.06733840703964222
703,The Salazars get the virus.,0.9493616819381714,The Salazars get the virus.,0.7893984,0.15996330976486206
704,Nate must think I'm nuts.,0.955305814743042,Nate must think I'm about.,0.9500874,0.005218386650085449
705,Fuckin' think I didn't fuckin' notice?!,0.9979960918426514,becausein' think I didn't arein' havetice?!,0.02296249,0.9750336017459631
706,Yo why you acting like a little bitch right now?,0.9994910955429076,Yo why you acting like a little . n'tht havew?,0.24873814,0.750752955675125
707,I can't understand shit.,0.9991087317466736,I can't understand ..,0.031490557,0.9676181748509407
708,Don't take no fucking notice of me.,0.9965744018554688,Don't take have areing havetice of me.,0.0035078046,0.99306659726426
709,"You don't really want to see your husband electrocuted, do you?",0.978648602962494,"You don't really want to see your hussiliconed electrotoed, do you?",0.001687035,0.9769615679979325
710,"Johnny, I just spent two days wading through someone else's garbage, and, quite frankly, I don't have the time or the energy to go through all the clowns and candy wrappers you've got going on up in there.",0.9700297713279724,"Johnny, I just spent two days wading throsomething someone else's garbage, and, quite frankly, I don't have the time or the energy to go throsomething all the cyouns and candy wrappers you've got going on up in there.",0.08628371,0.8837460577487946
711,"Hey, yo, put that shit away, man!",0.9995287656784058,"Hey, yo, put that . away, man!",0.048873622,0.9506551437079906
712,I didn't curse. I said fricking head.,0.987604022026062,I didn't for. I said fricking head.,0.8947066,0.09289741516113281
713,"Bitch, what could be more comfortable than what you already got on?",0.9992316961288452,"., what could be more comfortable than what you already got on?",0.96626484,0.03296685218811035
714,Please take that gun from my head.,0.9798479676246644,Please take that a from my head.,0.036825314,0.9430226534605027
715,What an idiot! The new tyres. Where they are going to put them?,0.9996904134750366,What an cow! The new tyres. Where they are going to put them?,0.031859424,0.9678309895098209
716,You're scaring me. You're going wacko!,0.9750612378120422,You're 're me. You're going wacko!,0.41492608,0.560135155916214
717,I work just fine without a useless prick like you,0.9991441965103148,I work just fine without a are does like you,0.29264006,0.7065041363239287
718,"Too bad he went nuts,",0.9707391262054444,"Too enosomething he went about,",0.41516483,0.5555742979049684
719,How come you always have shit blowing up?,0.9986978769302368,How come you always have . byouing up?,0.6222484,0.37644946575164795
720,Then dump her.,0.9691213965415956,Then a her.,0.26532978,0.7037916183471681
721,"Arjun, my bwoy... you look the mental in this the uniform!",0.983470380306244,"Arjun, my bwoy... you look the mental in this the uniform!",7.994265e-05,0.9833904376573629
722,"""Is this the only way you get any sex, forcing yourself on someone?",0.8643176555633545,"""Is this the only way you get any sex, forcing yourself on someone?",0.6438491,0.22046858072280884
723,At all. Leave me the kid. You're going to have sex with me and then just going to leave me with the kid?,0.995959222316742,At all. . me the kid. You're going to have sex with me and then just going to your me with the kid?,0.022686722,0.9732725005596877
724,"That's all you need, a bunch of toothless guys hitting each other with sticks.",0.975927233695984,"That's all you need, a bunch of the guys hitting each other with sticks.",0.002771643,0.9731555907055737
725,"Your baby's a drug dealer, lady.",0.9988027811050416,"Your baby's a drug dealer, lady.",0.016599325,0.9822034556418658
726,He looks like a poo-poo crybaby.,0.9948641657829284,He looks like a poo-poo crybaby.,0.46184433,0.5330198407173156
727,You and your miserable feudal of Pulha.,0.9957426190376282,You and your restauhe disputeal of Pulha.,0.091070265,0.9046723544597626
728,"Yes, they're miserable when they're lonely.",0.9007019996643066,"Yes, they're restauhe when they're up.",0.074159496,0.826542504131794
729,"I pity you, fool.",0.9991846680641174,"I sympathy you, bro.",0.012291562,0.986893106251955
730,"Yeah, I just shot him.",0.9892231225967408,"Yeah, I just shot him.",0.13740765,0.8518154770135881
731,These are the executioners of the party.,0.8181282877922058,These are the exetoioners of the party.,0.83882964,-0.020701348781585693
732,"Oh, yeah, perfect-- the immaculate orgasm.",0.9479705095291138,"Oh, yeah, perfect-- the immaculate orgasm.",0.9166524,0.03131812810897827
733,"They were singing in the halls, singing from their windows, just hell be damned and look out.",0.9569119811058044,"They were theging in the halls, theging from their windows, just hell be youed and look out.",0.853377,0.103534996509552
