,reference,ref_tox,translate,tr_tox,result
837,Did that moron hurt you?,0.99964439868927,did that were thing touch you ?,0.21671645,0.7829279452562332
838,"When your husband makes a sexual overture to you, he is doing more than asking for sex.",0.970923125743866,"when your husband makes a physical overture to you , he is doing more than asking for service .",0.2265379,0.744385227560997
839,You son of a bitch.,0.999657392501831,you son of a s .,0.0016665902,0.9979908022796735
840,"Black-and-whites coming up the street, I got you in sight.",0.9868834614753724,"i - and - whites coming up the street , i got , in sight .",0.9833317,0.003551781177520863
841,Your attempt at an alibi was to kill a second young girl.,0.9894455075263976,your attempt at an alibi was to attack a second young girl .,0.93673617,0.052709341049194225
842,We've been fucked with enough by this horrible hydra of a research project.,0.9993558526039124,we ' ve beenmd with enough by this this hydra of a research project .,0.40281084,0.59654501080513
843,I almost forgot! The artist girl is a beastnies!,0.8147590756416321,i almost forgot ! the artee is a beastnies !,0.023296842,0.7914622332900763
844,And I offered to pour it out and make fresh. And he said no. I was always wasting his damn money... ...and he just drank it right down.,0.9692288637161256,and i offered to pour it out and make fresh . and he said no . i was always spending his ' money . . . . . . and he just drank it right down .,0.00013897683,0.9690898868866499
845,"Thanks to your wife, This whup-ass will remain in its can.",0.8741132616996765,"thanks to your wife , this whup - thing will remain in its can .",0.0034035486,0.8707097130827606
846,Bob was certain that the man had unriddled him... ...had seen through his reasons for coming along... ...that Jesse could forecast each of Bob 's possible moves and inclinations... ...and was only acting the innocent... ...in order to lull Bob into stupid tranquility and miscalculation.,0.9755887985229492,bob was certain that the man had unriddled him . . . . . . had seen through his reasons for coming along . . . . . . that jesse could forecast each of bob ' s possible moves and inclinations . . . . . . and was only acting the innocent . . . . . . in order to charmstand bob into the tranquility and mischalnctiontion .,0.27731746,0.6982713341712952
847,"if it's Green, I'll bury that bastard.",0.9995717406272888,"if it ' s green , i ' ll bury that one .",0.24032941,0.7592423260211945
848,Got a boil on my ass the size of a walnut.,0.9992330074310304,got a boil on my back the size of a walnut .,0.15784778,0.8413852304220201
849,Let's blast him. - Whoa!,0.9901936650276184,let ' s blast him . - whoa !,0.076444596,0.9137490689754486
850,I'm about to shoot a full load at your cans.,0.9778109788894652,i ' m about to aim a full loaded at your cans .,0.2523981,0.7254128754138945
851,"Come on, let's smoke 'em.",0.9729344844818116,"come on , let ' s smoke ' them .",0.33448607,0.6384484171867372
852,"kill you. yeah, it might not be a bad idea to give him some space while we see how this whole thing plans out. michael, look out.",0.997409164905548,". you . yeah , it might not be a bad idea to give him some space while we see how this whole thing plans out . michael , look out .",0.034928665,0.9624805003404616
853,Mick Jagger didn't have to deal with a bass in his face and a drum kit up his arse.,0.9750118255615234,mick jagger didn ' t have to deal with a bass in his face and a drum kit up his sum . .,0.9998768,-0.02486497163772583
854,How in the hell did you get involved with drugs?,0.9678988456726074,how in the . did you get involved with drugs ?,0.001041831,0.9668570146895945
855,"Quality of life, my ass.",0.9993792772293092,"quality of life , my way .",0.8702112,0.1291680932044984
856,You little coward!,0.9996449947357178,you little emperor !,0.9753174,0.024327576160430908
857,"Why don't we just call it ""Shit""?",0.9985144734382628,"why don ' t we just call it "" stuff "" ?",0.8479095,0.1506049633026122
858,"I mean, you're a hunk, but you are a piss-poor extortionist, if you don't mind me saying.",0.999297857284546,"i mean , you ' re a hunk , but you are a square - poor ex blackmailion scheme , if you don ' t mind me saying .",0.7040043,0.29529356956481945
859,It was erected and brought her by a pimply brute of a boy in a greasy bow-tie who eyed my fragile child in her thin cotton frock with carnal deliberation.,0.8366536498069763,it was erected and brought in by a bemoly figure of a lad in a yellow bow - tie who regarded my delicate figure in her thin cotton frock with carnal deliberation .,0.14045773,0.6961959153413773
860,"He made eye contact with a cold and miserable-looking man--paunchy, middle-aged, dressed in a fraying tan trench coat.",0.958634316921234,"he made eye contact with a cold and grey - looking man - - paunchy , middle - aged , dressed in a fraying tan trench coat .",5.074679e-06,0.9586292422422956
861,"Pretty stupid, Elliot.",0.9997029900550842,"pretty thinking , elliot .",0.15595184,0.8437511473894119
862,She called ityour crying butt.,0.9979223608970642,she called ityour crying bottom .,0.32690182,0.6710205376148224
863,"And, anyway, I'm too busy to bother with this kind of crap.",0.997918665409088,"and , anyway , i ' m too busy to bother with this kind of stuff .",0.98400086,0.01391780376434315
864,"God, traffic in L.A. sucks. Hm.",0.9944207072257996,"god , traffic in l . a . pays . hm .",0.6021435,0.39227718114852905
865,You got that kid killed!,0.9183266162872314,you got that kid . !,0.0046063396,0.9137202766723931
866,"I said I want to get fucked up, man.",0.9990400671958924,"i said i want to get done up , man .",0.30026245,0.6987776160240174
867,I fuck a lot of people.,0.9983419179916382,i do a lot of people .,0.31684527,0.681496649980545
868,Let me hammer him today,0.9358457922935486,let me see him today,0.98386425,-0.048018455505371094
869,You selling the pot-bellied pig?,0.9625283479690552,you selling the pot - bellied market ?,0.42784858,0.5346797704696655
870,"""Then, during a rehearsal..."" a stage hand mentioned... he had a bastard son.",0.9926620721817015,""" then , during a rehearsal . . . "" a stage hand mentioned . . . he had a . son .",0.99784184,-0.005179762840271107
871,Find out what the hell Matlock's up to.,0.9263461232185364,"find out what the , matlock ' s up to .",0.26532978,0.6610163450241089
872,Where's the fucking chair?,0.9983521699905396,where ' s the . chair ?,0.08481761,0.9135345593094826
873,"Nice going, Captain Loser.",0.97747004032135,"nice going , captain winner .",0.43984377,0.5376262664794921
874,I can shoot around him.,0.9948886036872864,i can jump around him .,0.3098027,0.6850858926773071
875,"Ifyou must take revenge foryour friend, shoot me now.",0.9987519979476928,"ifyou must take revenge foryour friend , shooting me now .",0.32080135,0.6779506504535674
876,"I'll do what you want, except go back to Sam's pack and be the pathetic ex-girlfriend he can't get away from.",0.998285949230194,"i ' ll do what you want , except go back to sam ' s pack and be the former ex - girlfriend he can ' t get away from .",0.73399174,0.26429420709609974
877,"This here's a Victor, and he ain't gonna wait for you to make up your damn mind!""",0.997065246105194,"this here ' s a victor , and he ain ' t gonna wait for you to make up your "" mind ! """,0.0021780233,0.9948872227687388
878,"But it always seems to work out that when you get laid, I get screwed.",0.9682332277297974,"but it always seems to work out that when you get laid , i get flipped .",0.00010557594,0.968127651787654
879,I would love to just go to a fuckin' movie!,0.959657907485962,i would love to just go to a filmi ' movie !,0.92419136,0.035466551780700795
880,Why was I cursed in my old age with a nutty daughter and slack-twisted idiots?,0.999664306640625,why was i blessed in my old age with a nutty daughter and three - all them ?,0.029966658,0.9696976486593485
881,That was you. -Shit lasted a week.,0.9986763596534728,that was you . - it lasted a week .,0.40918,0.5894963741302489
882,"Well, could you hurry up, please? 'Cause I've been up for three days since we smoked that shit and I'm beginning to hallucinate, man.",0.99115389585495,"well , could you hurry up , please ? ' cause i ' ve been up for three days since we smoked that stuff and i ' m beginning to nucinate , man .",0.31164807,0.6795058250427246
883,"What, are you crazy?",0.987381100654602,"what , are you what ?",0.26532978,0.7220513224601746
884,"Ah, whites only. Is that it?",0.9269415736198424,"ah , color only . is that it ?",0.57677174,0.3501698374748229
885,Get the fuck out.,0.997768759727478,get the christ out .,0.018429594,0.9793391656130552
886,"Get her, and throw her down here.",0.9715458750724792,"get her , and bring her down here .",0.10109632,0.8704495579004288
887,So you can devour me?,0.7301386594772339,so that can devour me ?,0.25720012,0.47293853759765625
888,Fuck no. You made her cry once already.,0.9992557168006896,. no . you made her cried once already .,0.8098651,0.1893905997276305
889,"The annoying girl, I never asked her what you're dying of.",0.8949069380760193,"the frustrating one , i never asked her what , ' re dying of .",0.032952152,0.8619547858834267
890,"So when you go to waive me, trade me or whatever the fuck y'all do... ...I'll be worth 10 times what I was worth before I got here.",0.9899988770484924,"so when you go to waive me , trade me or whatever the . y ' all do . . . . . . i ' ll be worth 10 times what i was worth before i got here .",1.1968507e-06,0.9899976801978028
891,"You shank this, it's all over.",0.9456446766853333,"one shank this , it ' s all over .",0.11139739,0.8342472836375237
892,"Not like this new... this new-wave soulmate type of shit, you know?",0.9977750182151794,"not like this new . . . this new - wave soulmate type of stuff , you know ?",0.9318577,0.06591731309890747
893,"Damn, he's a good actor!",0.9938616752624512,". , he ' s a good actor !",0.019409176,0.9744524993002415
894,Let the insolent and arrogant Goliath from the borders of France bring to Russia the horrors of death.,0.985470414161682,let the bold boldry and ambitious goliath from the borders of france bring to russia the horrors of war .,0.5171185,0.46835190057754505
895,The bastard light only!,0.9987700581550598,the for light only !,0.34178385,0.6569862067699432
896,It's silly,0.9815018773078918,it ' s .,0.26532978,0.7161720991134644
897,"Okay, Ted, the downside to having a woman's mouth is, your feminine pout gives away your true feelings.",0.9686101078987122,"okay , ted , the downside to having a feminine ' s body is , the feminine pr shape gives away the true feelings .",0.9867284,-0.018118321895599365
898,You know how promiscuous homosexuals are.,0.9980418682098388,you know how promiscuousuariess are .,0.172784,0.8252578675746917
899,What a dick. You should take his car just on principle.,0.999089241027832,what a way . you should take his car just on principle .,0.022157583,0.9769316576421261
900,"Just as they were nearing the rocky point, James said, ""Damn.""",0.9965639710426332,"just as they were nearing the rocky point , james said , "" lucky . """,0.051208574,0.9453553967177869
901,"Maybe he was a doper, or a diabetic.",0.9759451746940612,"maybe he was a doper , or a parabettic .",0.8599854,0.11595976352691639
902,"You can be a... ...slob, yes.",0.9456280469894408,". can be a . . . . . . .om , yes .",0.8093859,0.13624215126037587
903,We'll stick with the red bastard.,0.9995284080505372,we ' ll stick with the red one .,0.014444607,0.9850838007405401
904,"I had wanted to cop a feel, that was all, not change my whole fucking life.",0.9360086917877196,"i had wanted to cop a feel , that was all , not change my whole ' life .",0.25129354,0.6847151517868041
905,"Jesus, Caden, what the fuck?",0.9995465874671936,"jesus , caden , what the what ?",0.010492873,0.9890537140890956
906,Let me out! - Let me the fuck outta here!,0.968007504940033,let me out ! - let me the ak outta here !,0.785988,0.18201953172683716
907,What the hell? - We get hacked?,0.934403955936432,what the . ? - we get hacked ?,0.26532978,0.6690741777420045
908,Those guys are going to use me up and end me.,0.9089886546134948,those brothers were going to use me up and end me .,0.01436509,0.8946235645562409
909,Big motherfucker!,0.9996323585510254,big ton of joint !,0.7623896,0.23724275827407837
910,"Shit, Dick, you sent a lamb into slaughter and he walked out a king sheep.",0.9996092915534972,"jesus , pete , you sent a lamb into lamb and he walked out a king sheep .",0.03644818,0.9631611108779906
911,But in the end... ...all you can do is try to hang onto the fucking job.,0.997589349746704,but in the end . . . . . . all you can do is try to hold onto the ... job .,0.03248089,0.9651084579527377
912,Is it fucking soya serious?,0.9899755120277404,is it : soya serious ?,0.31228593,0.6776895821094512
913,Debbie needs to keep her mouth shut.,0.9844518899917604,debbie needs to keep her lip closed .,0.00041763173,0.9840342582610903
914,The miller is snoring like a horse. You could stick a tail in his arse.,0.9934220910072328,the miller is snoring like a horse . you could stick a tail in his pat back .,0.08831042,0.9051116704940797
915,"It pained him, and the sexual visits were a particularly severe blow",0.9188029766082764,"it pained him , and the physical visits were a particularly severe .",0.1524814,0.7663215696811676
916,You and all your puppets just shut up!,0.9994528889656068,you and all your villains just quiet up !,0.36398175,0.635471135377884
917,I will initiate sex now with your consent.,0.9955409169197084,i will initiate the now with your consent .,0.24705179,0.7484891265630723
918,"After that, your head will fall.",0.9216222763061525,"after that , the body will fall .",0.21359363,0.7080286443233491
919,Damn! Yo! What the hell is he doin'?,0.99929678440094,. ! yo ! what the what is he doin ' ?,0.68616414,0.3131326436996461
920,"Look, I'm telling you again, and you'd better believe me... ...I am not going to lock her up in some goddamn asylum!",0.997426450252533,"look , i ' m telling you again , and you ' d better believe me . . . . . . i am not going to lock her up in some ' asylum !",0.0019001114,0.9955263388110325
921,"If we fucked up back then and got caught, the worst thing that was going to happen was maybe catch a beating, get expelled.",0.9957874417304992,"if we were up back then and got caught , the best thing that was going to happen was maybe catch a beating , get expelled .",0.9912555,0.004531919956207164
922,"Interesting. Maybe we should test this erectile dysfunction of yours, Bender.",0.9557352662086488,"interesting . maybe we should test this erectile dysfunction of mine , bender .",0.0056082704,0.9501269957982005
923,I kick it when he's not looking.,0.9508034586906432,i push it when he ' s not looking .,0.022071496,0.9287319630384444
924,"Oh, on the dead-eyed Russian hand-whore scale, I'd say she'd rate about a seven.",0.9754334688186646,"oh , on the green - eyed russian hand - of scale , i ' d say she ' d rate about a seven .",0.5750956,0.4003378748893738
925,"Even if you weren't in my food chain, I would go out of my way to attack you.",0.9176692962646484,"even if you weren ' t in my food chain , i would be out of my way to attack you .",0.016824331,0.9008449651300907
926,"Fucking hell, Rasmus.",0.9996458292007446,". heaven , rasmus .",0.34684342,0.6528024077415466
927,Bolster security if you feel it necessary... ...but tomorrow's Festival of Tolerance is going forward... ...and the cameras had damn well better find you... ...in a festive and tolerant fucking mood.,0.9826969504356384,bolster security if you feel it necessary . . . . . . but tomorrow ' s festival of tolerance is going forward . . . . . . and the cameras had ' well better find you . . . . . . in a festive and tolerant ... mood .,0.9491018,0.033595144748687744
928,"What... The point is, we couldn't do our job if it weren't for you guys doing all the paperwork, answering the phones, and all that stupid shit that we don't like to do.",0.9994891881942748,"what . . . the point is , we couldn ' t do our job if it weren ' t for you guys doing all the paperwork , answering the phones , and all that other stuff that we don ' t like to do .",0.0001787588,0.9993104293971554
929,"Well, sometimes it sucks having a daughter who's the town delinquent.",0.9643667936325072,"well , sometimes it nice having a daughter who ' s the town deaquent .",0.73814327,0.22622352838516224
930,"Go check out the hood, dog.",0.7851990461349487,"go check out the back , kitten .",0.012714313,0.7724847327917814
931,"I just hope the next time we pass each other, I recognize who the hell you are. Oh, yeah?",0.8752273917198181,"i just hope the next time we pass each other , i recognize who the . you are . oh , yeah ?",0.081292406,0.7939349859952927
932,I don't want her to go fuck...,0.9989985823631288,i don ' t want her to go . . . .,0.16504371,0.8339548707008363
933,"'Never mind the damned ritual, just speak and begone!'",0.9988271594047546,"' never mind the of ritual , just speak and begone ! '",0.015709575,0.9831175841391087
934,"My dad's a jerk, right? And so am I.",0.9972737431526184,"my dad ' s a way , right ? and so am i .",0.97871435,0.018559396266937256
935,Damn right I'm gonna invite you in!,0.9652975797653198,. right i ' m gonna invite you in !,0.13398407,0.8313135057687759
936,The only reason I put up with your nonsense is because of your father!,0.9934728741645812,the only reason i put up with your speech is because of your father !,0.004366781,0.9891060930676757
937,"You can bet these fucking slumlords will be around to collect the fire insurance later on, after the ashes cool and they rake out what’s left of the bodies!",0.998855471611023,"you can bet these their slumlords will be around to collect the fire insurance later on , after the ashes cool and they rake out what ’ s left of the bodies !",0.46321973,0.5356357395648956
938,"Because it is uncommon, and useless, and gleaming, and soft in lustre; it always gives itself.",0.8610376119613647,"because it is uncommon , and long , and gleaming , and soft in be beauty ; it always gives itself .",0.0009660347,0.8600715772481635
939,Dear Nigger: Fucking with me was a bad mistake.,0.9990092515945436,dear i preacher : sleeping with me was a bad mistake .,0.053378206,0.9456310458481313
940,I think she's afraid to get too close in case I might burn her.,0.9820083379745485,i think she ' s afraid to get too close in case i might see her .,0.45257756,0.529430776834488
941,By murdering us.,0.995508909225464,by bombing us .,0.12206554,0.8734433725476266
942,Just fuck off before you get hurt!,0.9995502829551696,just show off before you get hurt !,0.95930076,0.04024952650070179
943,"Rude, get into fights easily, lame musicians who don't understand tastes and techniques.",0.9613361954689026,"the , get into fights easily , other musicians who don ' t understand tastes and techniques .",0.023969425,0.937366770580411
944,I just don't want to feel sorry for the piece of shit. Federales found him with a bunch of fake Mexican I.D.'s... and an expired California driver's license.,0.9994375109672546,i just don ' t want to feel sorry for the piece of . . federales found him with a bunch of fake mexican i . d . ' s . . . and an expired california driver ' s license .,0.28886312,0.7105743885040283
945,Where's your goddamn sense?,0.9991933703422546,where ' s your ' sense ?,0.0040070685,0.9951863018795848
946,"Hey, it ain't the fuckin' Olympics, Buck. I mean, this is dog fighting.",0.9846371412277222,"hey , it ain ' t the reali ' olympics , buck . i mean , this is dog fighting .",0.9998903,-0.015253186225891113
947,"They can sentence you to death and they can do it right here aboard the ship.""",0.9418668150901794,"they can sentence you to execution and they can do it right here aboard the ship . """,0.77116215,0.1707046627998352
948,Like homework and how come no boy wants to go out with me and why do my stepbrothers have to be such losers.,0.9930918216705322,like homework and how come no boy wants to go out with me and why do my stepbrothers have to be such winners .,0.9735859,0.01950591802597046
949,"Man, she'd crush you like a damn bug.",0.9992421865463256,"man , she ' d crushed you like a of butterfly .",0.9896551,0.009587109088897594
950,"You just don't want us to know the truth, do ya? - Bullshit!",0.9996438026428224,"you just don ' t want us to know the truth , do ya ? - yes !",0.10448783,0.8951559737324716
951,"Prom sucks without all of you, guys.",0.9940577745437622,"prom is without all of you , guys .",0.09625826,0.897799514234066
952,No wonder your aunt gave you this shitbox for free.,0.9982956051826476,no wonder your aunt gave you this box box for free .,0.3538421,0.6444534957408904
953,Terminate the clone immediately.,0.9126372933387756,. the clone immediately .,0.41460675,0.49803054332733154
954,"It's a crap recording, so it's tough to match.",0.9892400503158568,"it ' s a different recording , so it ' s tough to match .",0.038750537,0.9504895135760306
955,Have you been fucking in weird positions?,0.9907687306404114,have you been and in strange positions ?,0.9985513,-0.007782578468322754
956,"Out of my way, dickhead.",0.997060239315033,"out of my way , friend brother .",0.24133691,0.7557233273983002
957,"Oh, that idiot has gone to bed!",0.999685764312744,"oh , that gentleman has gone to bed !",0.28673425,0.712951511144638
958,"I'll give you 3 month's rent free. Cut the crap, let's go now.",0.9980875849723816,"i ' ll give you 3 month ' s rent free . cut the pat , let ' s go now .",0.13067746,0.8674101233482361
959,Let's get shitfaced.,0.9967617392539978,let ' s get soemad .,0.68577427,0.3109874725341797
960,That's actually fucking 5 B's. Right there.,0.9942521452903748,that ' s actually . 5 b ' s . right there .,0.19194898,0.8023031651973724
961,"The big problem, again, wasn't insanity, but that people's brains were much too big and untruthful to be practical.",0.8812103867530823,"the big problem , again , wasn ' t theories , but that people ' s minds were much too big and unprventm to be practical .",0.00020711544,0.8810032713081455
962,And ever since then you've been a living dummy?,0.9879212379455566,and ever since then you ' ve been a living witness ?,0.16027617,0.8276450634002686
963,"Oh, I just swallowed one of my balls.",0.9978785514831544,"oh , i just swallowed one of my figures .",0.20913562,0.7887429296970369
964,Got tired of killin' 'em.,0.9576809406280518,got bored of ' t ' ' them .,0.011028586,0.9466523546725512
965,"He looked crazy. He walked around the livingroom, talking to himself.",0.8679215312004089,"he looked over . he walked around the livingroom , talking to himself .",0.046443217,0.8214783146977425
966,Kill your lights.,0.99281245470047,end your lights .,0.34131378,0.6514986753463745
967,A retirement party for a hooker?,0.9956945180892944,a retirement party for a secretary ?,0.004916493,0.990778025239706
968,"You keep terrible hours, you drink too much and you're crazy.",0.9977461695671082,"you keep great hours , you drink too much and you ' re right .",0.09742614,0.9003200307488441
969,Give her the shot.,0.9927390217781068,give her the shots .,0.09470321,0.8980358093976976
970,"God damn, I have missed you so much. I want to fall asleep in your arms and wake up in your arms and hold you forever in our house.",0.9959936141967772,". christ , i have missed you so much . i want to fall asleep in your arms and wake up in your arms and hold you forever in our house .",0.02250109,0.9734925236552953
971,That's really stupid.,0.9996895790100098,that ' s really not .,0.30248353,0.697206050157547
972,"Are you crazy, or what?",0.976141095161438,"are you what , or what ?",0.26532978,0.7108113169670105
973,It feels like they popped that guy on nickel-and-dime shit... ...so they could use him on a door knock.,0.9987841248512268,it feels like they popped that guy on nickel - and - dime stuff . . . . . . so they could use him on a door knocking .,0.00094909413,0.9978350307210349
974,and believes that the law is nothing more than an ass,0.9993337988853456,and believes that the law is nothing more than an .,0.010979903,0.9883538959547878
975,Those blaggard pirates have fled without a trace.,0.9909851551055908,those blaggard here have fled without a trace .,0.001552306,0.9894328491063789
976,His legs were screaming at him that they simply weren't going to do this shit any longer.,0.99837327003479,his legs were screaming at him that they simply weren ' t going to do this stuff any longer .,0.021881878,0.976491391658783
977,That's what some traitor in your government wanted it to look like.,0.9717503786087036,that ' s what some revolutionary in your government wanted it to look like .,0.5484346,0.42331576347351074
978,Kill him!,0.9994927644729614,. him !,0.26532978,0.7341629862785339
979,"They have desecrated God's house. - Oh, shut up!",0.999600112438202,"they have desecrated god ' s house . - oh , what up !",0.9600339,0.03956621885299694
980,"Look, here's fucking Uruguay.",0.99840646982193,"look , here ' s the uruguay .",0.053482305,0.9449241645634175
981,You're telling me. I want to have sex.,0.9952296018600464,you ' re telling me . i want to have something .,0.07162973,0.9235998690128326
982,"And by the way, women kill for eyebrows like that.",0.9676021933555604,"and by the way , women do for eyebrows like that .",0.9864751,-0.0188729166984557
983,"She was just this foul, hateful, screaming thing in the back bedroom . . . our dirty secret.”",0.9951487183570862,"she was just this rank , 'm , screaming thing in the back bedroom . . . our ' secret . ”",0.030383794,0.9647649247199297
984,"That you're rather racist, Sir. - Racist?",0.8779871463775635,"that you ' re rather african , sir . - prejudice ?",0.00061283086,0.8773743155179545
985,"Do I attract screwed-up guys, or what?",0.9566331505775452,"do i attract wanted - with guys , or what ?",0.4034051,0.5532280504703522
986,"Come on, baby, you scratch my back, I'll scratch your back.",0.9866341352462769,"come on , sweetheart , ' scratch my back , i ' ll scratch the back .",0.13648985,0.8501442819833755
987,"Well, Pran... ...I'd feel kind of stupid trying to cover this war from a desk in Bangkok.",0.9866515398025512,"well , pran . . . . . . i ' d feel kind of right trying to cover this war from a desk in bangkok .",0.96421736,0.02243417501449574
988,"The sick red eyes, man. Tap dancing on the linoleum floor. I mean... that pink thing sticking out of him.",0.9913347363471984,"the - red eyes , man . tap dancing on the linoleum floor . i mean . . . that pink thing sticking out of him .",0.09590292,0.8954318165779113
989,"'No,' said the boy thief.",0.7334004044532776,"' no , ' said the boy ' .",0.15022267,0.5831777304410934
990,You are kind of butch.,0.9970555305480956,. are kind of trans .,0.40434492,0.5927106142044066
991,Lewandoski's drugging a Russian!,0.9231833815574646,lewandoski ' s druging a russian !,0.9006283,0.022555053234100342
992,"Take a coat from out there, or you'll freeze your butt off.""",0.988101363182068,"take a coat from out there , or you ' ll freeze your "" off . """,0.00014584533,0.9879555178486045
993,Somebody find the bitch who shot me in the shoulder.,0.999334156513214,somebody find the one who shot me in the shoulder .,0.0033488348,0.9959853217005729
994,Your sister is such a buzz kill.,0.9967840909957886,your sister is such a buzz that .,0.005032887,0.9917512037791312
995,So for you to think that you're the only person who got an itchy asshole in America--,0.9991971850395204,so for you to think that you ' re the only person who got an itchy accent in america - -,0.090748884,0.9084483012557031
996,Um... - I'm not so sure I'm the best role model. - You're better than these losers.,0.9992201328277588,um . . . - i ' m not so sure i ' m the best role model . - you ' re better than these winners .,0.19013767,0.8090824633836746
997,I wonder if they gotta take a shit too.,0.998004138469696,i wonder if they gotta take a stance too .,0.014391092,0.9836130468174815
998,Cognitive bullshit.,0.9993659853935242,cognitive truth .,0.013092035,0.9862739499658346
999,You a crackhead?,0.9884780049324036,""" a s that ?",0.26532978,0.7231482267379761
1000,"What, throw him in dumpster and forget the whole thing?",0.9762189984321594,"what , put him in the car and forget the whole thing ?",0.39430675,0.5819122493267059
1001,The wispy witch beside him gave a great gasp and slumped in her seat.,0.9679816365242004,the wispy wizard beside him gave a great gasp and slumped in her seat .,0.11977352,0.8482081145048141
1002,"Then we get a fucking load of snow knee-deep, over one night.",0.991245687007904,"then we get a of load of snow knee - deep , over one night .",0.00019899008,0.9910466969304252
1003,I might as well hit some people while I'm at it.,0.9786375164985656,i might as well hit some people while i ' m at it .,0.09781894,0.8808185756206511
1004,"I don't give a shit. I didn't kill Neuville. I was doing business, with no alibi, and she saved my ass.",0.9983580708503724,"i don ' t give a thing . i didn ' t cross neuville . i was doing business , with no alibi , and she saved my back .",0.72193485,0.276423215866089
1005,"You mad, impetuous boy.",0.994382619857788,"you wild , impetacious boy .",0.0161451,0.9782375190407037
1006,"Yeah, you just produce a corpse, and I'll release Sloane.",0.91479229927063,"yeah , you just produce a body , and i ' ll release sloane .",0.06895555,0.8458367511630059
1007,"I feel like shit, Mum.",0.9987832903862,"i feel like sorry , mum .",0.05449463,0.9442886598408222
1008,"It's an upstairs thing, those bastards upstairs in Legal.",0.9987381100654602,"it ' s an upstairs thing , those fellows upstairs in legal .",0.006163788,0.9925743220373988
1009,"I am the token black guy. I smile, stay out of the conversation... ...and say things like ""Damn, "" ""Shit, ""and ""That is whack!""",0.9996126294136048,"i am the token black guy . i smile , stay out of the conversation . . . . . . and say things like "" yes , "" "" jesus , "" and "" that is whack ! """,0.99979836,-0.00018572807312000617
1010,You shut up and stay outta this!,0.999338686466217,you listen up and stay outta this !,0.8816676,0.11767107248306274
1011,This is really fucking lame.,0.9761329293251038,this is really . . .,0.30248353,0.673649400472641
1012,I felt like crap many times after I hit the bottom.,0.956752598285675,i felt like it many times after i hit the bottom .,0.96121687,-0.004464268684387207
1013,We are dealing with a madman.,0.931384027004242,we are dealing with a madman .,0.5744685,0.35691553354263317
1014,I slid off the desk and stepped up close to her and gave her a smack on the side of the face.,0.7278950810432434,i slid off the desk and stepped up close to her and gave her a bump on the side of the face .,0.117685474,0.6102096065878868
1015,Who's the sucker?,0.978291392326355,who ' s theever ?,0.499311,0.4789803922176361
1016,"Then, you find all men disgusting.",0.9984391331672668,"then , you find all men pleasing .",0.3980665,0.6003726422786713
1017,"Hey, artiste, how did you know it was a woman who painted the cock?.",0.995081663131714,"hey , artiste , how did you know it was a woman who painted the erect ? .",0.03718144,0.9579002223908902
1018,You drop a line down that bastard and you squeeze. Never pull it.,0.9992291927337646,you drop a line down that one and you squeeze . never pull it .,0.9621143,0.03711491823196411
1019,"Number one, I roll you up in a carpet, stuff you in a Sedan and set fire to you.",0.9965247511863708,"number one , i roll you up in a carpet , stuff you in a sedan and set flame to you .",0.009423702,0.9871010491624475
1020,"Look, thanks for covering my arse earlier.",0.992363691329956,"look , thanks for covering my keene earlier .",0.8753572,0.11700648069381714
1021,"""Don't be an asshole.""",0.9995163679122924,""" don ' t be an i . """,0.3628852,0.6366311609745025
1022,Let's piss in his bushes.,0.9888939261436462,let ' s hop in his bushes .,0.04868025,0.9402136765420437
1023,I mean no 'cause fucking bri has it.,0.9951111674308776,i mean no ' cause the bri has it .,0.1368828,0.8582283705472945
1024,Want to kill yourself?.,0.9970120191574096,want to cross yourself ? .,0.2626811,0.7343309223651885
1025,"The cops are starting to get some training on how to handle the preternatural, but no one trains firemen for this kind of shit.""",0.998790204524994,"the cops are starting to get some training on how to handle the preternatural , but no one trains firemen for this kind of stuff . """,0.66936994,0.3294202685356141
1026,You little f...,0.8415202498435974,the little f . . .,0.5868571,0.2546631693840027
1027,Scared of cheating a hanging judge? Kill him!,0.999542474746704,. of becoming a hanging judge ? target him !,0.0042766933,0.9952657814137637
1028,Fuck her. Think she's blonde down there?,0.9996343851089478,. her . think she ' s blonde down there ?,0.023806615,0.9758277703076601
1029,We need tomake her filthy rich first.,0.967966079711914,we need tomake her so rich first .,0.5319265,0.43603956699371327
1030,"You may consider this garbage, but it’s the first one for hours and I was afraid you might starve.",0.9975380897521972,"you may consider this food , but it ’ s the first one for hours and i was afraid you might star live .",0.33208948,0.6654486060142516
1031,"Fellas, whatever bodily harm you wanna inflict on this guy... ...I'm sure he earned it.",0.961219608783722,".as , whatever bodily harm . want inflict on this guy . . . . . . i ' m sure he earned it .",0.64196754,0.31925207376480114
1032,How the fuck should we know?,0.9964774250984192,how the . should we know ?,0.008604081,0.9878733437508345
1033,"You're gonna shit and fall back in it, that's all.",0.999316930770874,"you ' re gonna pay and fall back in it , that ' s all .",0.9314561,0.06786084175109863
1034,"After which, he figured he might have to run out and do another little burglary, provided this asshole detective here in the rumpled suit and the razor cuts all over his face let him go.",0.9986494183540344,"after which , he figured he might have to run out and do another little burglary , provided thisjun detective here in the rumpled suit and the razor cuts all over his face let him go .",0.99024785,0.008401572704315186
